Disease	Symptom_1	Symptom_2	Symptom_3	Symptom_4	Symptom_5	Symptom_6	Symptom_7	Symptom_8	Symptom_9	Symptom_10	Symptom_11	Symptom_12	Symptom_13	Symptom_14	Symptom_15	Symptom_16	Symptom_17
Hepatitis B	itching	 fatigue	 lethargy	 yellowish_skin	 dark_urine	 loss_of_appetite	 abdominal_pain	 yellow_urine	 yellowing_of_eyes	 malaise	 receiving_blood_transfusion	 receiving_unsterile_injections					
GERD	 stomach_pain	 acidity	 ulcers_on_tongue	 vomiting	 cough	 chest_pain											
Tuberculosis	 vomiting	 fatigue	 weight_loss	 cough	 high_fever	 breathlessness	 sweating	 loss_of_appetite	 mild_fever	 yellowing_of_eyes	 swelled_lymph_nodes	 malaise	 phlegm	 chest_pain	 blood_in_sputum		
Hypothyroidism	 fatigue	 cold_hands_and_feets	 mood_swings	 lethargy	 dizziness	 puffy_face_and_eyes	 enlarged_thyroid	 brittle_nails	 swollen_extremeties	 depression	 irritability	 abnormal_menstruation					
Bronchial Asthma	 fatigue	 cough	 high_fever	 breathlessness	 family_history												
Drug Reaction	itching	 skin_rash	 burning_micturition	 spotting_ urination													
Arthritis	 muscle_weakness	 stiff_neck	 swelling_joints	 movement_stiffness	 painful_walking												
Paralysis (brain hemorrhage)	 vomiting	 headache	 weakness_of_one_body_side	 altered_sensorium													
Hyperthyroidism	 fatigue	 mood_swings	 weight_loss	 restlessness	 sweating	 diarrhoea	 fast_heart_rate	 muscle_weakness	 irritability	 abnormal_menstruation							
Bronchial Asthma	 fatigue	 high_fever	 breathlessness	 family_history	 mucoid_sputum												
Gastroenteritis	 vomiting	 sunken_eyes	 dehydration	 diarrhoea													
Arthritis	 muscle_weakness	 swelling_joints	 movement_stiffness	 painful_walking													
Tuberculosis	 chills	 vomiting	 fatigue	 weight_loss	 cough	 high_fever	 breathlessness	 sweating	 loss_of_appetite	 mild_fever	 yellowing_of_eyes	 swelled_lymph_nodes	 malaise	 phlegm	 chest_pain	 blood_in_sputum	
(vertigo) Paroymsal  Positional Vertigo	 vomiting	 nausea	 spinning_movements	 loss_of_balance	 unsteadiness												
Tuberculosis	 chills	 vomiting	 fatigue	 weight_loss	 cough	 high_fever	 breathlessness	 sweating	 loss_of_appetite	 mild_fever	 yellowing_of_eyes	 swelled_lymph_nodes	 malaise	 phlegm	 chest_pain	 blood_in_sputum	
Jaundice	itching	 vomiting	 fatigue	 weight_loss	 high_fever	 yellowish_skin	 dark_urine	 abdominal_pain									
GERD	 stomach_pain	 acidity	 ulcers_on_tongue	 vomiting	 cough												
(vertigo) Paroymsal  Positional Vertigo	 vomiting	 headache	 nausea	 spinning_movements	 loss_of_balance	 unsteadiness											
Hypoglycemia	 vomiting	 fatigue	 anxiety	 sweating	 headache	 nausea	 blurred_and_distorted_vision	 excessive_hunger	 drying_and_tingling_lips	 slurred_speech	 irritability	 palpitations					
hepatitis A	 joint_pain	 vomiting	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 diarrhoea	 mild_fever	 yellowing_of_eyes	 muscle_pain						
Acne	 skin_rash	 pus_filled_pimples	 blackheads	 scurring													
Hypoglycemia	 vomiting	 fatigue	 anxiety	 sweating	 headache	 nausea	 blurred_and_distorted_vision	 excessive_hunger	 drying_and_tingling_lips	 slurred_speech	 irritability	 palpitations					
Paralysis (brain hemorrhage)	 vomiting	 headache	 weakness_of_one_body_side	 altered_sensorium													
Gastroenteritis	 vomiting	 sunken_eyes	 dehydration	 diarrhoea													
Hepatitis D	 joint_pain	 vomiting	 fatigue	 yellowish_skin	 dark_urine	 nausea	 abdominal_pain	 yellowing_of_eyes									
Hepatitis D	 joint_pain	 vomiting	 fatigue	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes								
Urinary tract infection	 burning_micturition	 bladder_discomfort	 foul_smell_of urine	 continuous_feel_of_urine													
Typhoid	 chills	 vomiting	 fatigue	 high_fever	 headache	 nausea	 constipation	 abdominal_pain	 diarrhoea	 toxic_look_(typhos)	 belly_pain						
Paralysis (brain hemorrhage)	 vomiting	 headache	 weakness_of_one_body_side	 altered_sensorium													
Impetigo	 skin_rash	 high_fever	 blister	 red_sore_around_nose	 yellow_crust_ooze												
Hypoglycemia	 vomiting	 fatigue	 anxiety	 sweating	 headache	 nausea	 blurred_and_distorted_vision	 excessive_hunger	 drying_and_tingling_lips	 slurred_speech	 irritability	 palpitations					
Acne	 skin_rash	 pus_filled_pimples	 blackheads	 scurring													
Fungal infection	itching	 skin_rash	 nodal_skin_eruptions	 dischromic _patches													
Hepatitis C	 fatigue	 yellowish_skin	 nausea	 loss_of_appetite	 family_history												
Fungal infection	itching	 skin_rash	 nodal_skin_eruptions	 dischromic _patches													
Hepatitis B	itching	 fatigue	 lethargy	 yellowish_skin	 dark_urine	 loss_of_appetite	 abdominal_pain	 yellow_urine	 yellowing_of_eyes	 malaise	 receiving_blood_transfusion	 receiving_unsterile_injections					
Hypertension 	 headache	 dizziness	 loss_of_balance	 lack_of_concentration													
Hypertension 	 chest_pain	 dizziness	 loss_of_balance	 lack_of_concentration													
Dimorphic hemmorhoids(piles)	 constipation	 pain_during_bowel_movements	 pain_in_anal_region	 bloody_stool													
Fungal infection	itching	 skin_rash	 nodal_skin_eruptions	 dischromic _patches													
Migraine	 acidity	 indigestion	 headache	 blurred_and_distorted_vision	 excessive_hunger	 stiff_neck	 depression	 irritability	 visual_disturbances								
Arthritis	 muscle_weakness	 stiff_neck	 swelling_joints	 movement_stiffness	 painful_walking												
(vertigo) Paroymsal  Positional Vertigo	 vomiting	 headache	 nausea	 spinning_movements	 loss_of_balance												
Impetigo	 skin_rash	 high_fever	 blister	 red_sore_around_nose	 yellow_crust_ooze												
Dimorphic hemmorhoids(piles)	 constipation	 pain_during_bowel_movements	 pain_in_anal_region	 bloody_stool	 irritation_in_anus												
Hepatitis D	 joint_pain	 vomiting	 fatigue	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes								
Pneumonia	 chills	 fatigue	 cough	 high_fever	 breathlessness	 sweating	 malaise	 phlegm	 chest_pain	 fast_heart_rate	 rusty_sputum						
Osteoarthristis	 joint_pain	 neck_pain	 knee_pain	 hip_joint_pain	 swelling_joints	 painful_walking											
Hypertension 	 headache	 chest_pain	 dizziness	 loss_of_balance	 lack_of_concentration												
Fungal infection	itching	 skin_rash	 dischromic _patches														
Alcoholic hepatitis	 vomiting	 yellowish_skin	 abdominal_pain	 swelling_of_stomach	 distention_of_abdomen	 history_of_alcohol_consumption	 fluid_overload										
Paralysis (brain hemorrhage)	 vomiting	 headache	 weakness_of_one_body_side	 altered_sensorium													
Chronic cholestasis	itching	 vomiting	 yellowish_skin	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes										
Hypothyroidism	 fatigue	 weight_gain	 cold_hands_and_feets	 mood_swings	 lethargy	 dizziness	 enlarged_thyroid	 brittle_nails	 swollen_extremeties	 depression	 irritability	 abnormal_menstruation					
Typhoid	 chills	 vomiting	 fatigue	 high_fever	 headache	 nausea	 constipation	 abdominal_pain	 diarrhoea	 toxic_look_(typhos)	 belly_pain						
Paralysis (brain hemorrhage)	 headache	 weakness_of_one_body_side	 altered_sensorium														
Dengue	 skin_rash	 joint_pain	 vomiting	 fatigue	 high_fever	 headache	 nausea	 loss_of_appetite	 pain_behind_the_eyes	 back_pain	 malaise	 muscle_pain	 red_spots_over_body				
Hepatitis C	 fatigue	 yellowish_skin	 nausea	 loss_of_appetite	 yellowing_of_eyes	 family_history											
Drug Reaction	itching	 skin_rash	 burning_micturition	 spotting_ urination													
hepatitis A	 joint_pain	 vomiting	 yellowish_skin	 dark_urine	 nausea	 abdominal_pain	 diarrhoea	 mild_fever	 yellowing_of_eyes	 muscle_pain							
Heart attack	 vomiting	 sweating	 chest_pain														
Acne	 skin_rash	 pus_filled_pimples	 blackheads	 scurring													
Malaria	 chills	 vomiting	 high_fever	 sweating	 headache	 nausea	 diarrhoea	 muscle_pain									
Typhoid	 chills	 vomiting	 fatigue	 high_fever	 headache	 constipation	 abdominal_pain	 diarrhoea	 toxic_look_(typhos)	 belly_pain							
Tuberculosis	 chills	 vomiting	 fatigue	 weight_loss	 cough	 high_fever	 breathlessness	 loss_of_appetite	 mild_fever	 yellowing_of_eyes	 swelled_lymph_nodes	 malaise	 phlegm	 chest_pain	 blood_in_sputum		
Hepatitis C	 fatigue	 yellowish_skin	 nausea	 loss_of_appetite	 yellowing_of_eyes	 family_history											
Hyperthyroidism	 fatigue	 mood_swings	 weight_loss	 restlessness	 sweating	 fast_heart_rate	 excessive_hunger	 muscle_weakness	 irritability	 abnormal_menstruation							
Hepatitis D	 joint_pain	 vomiting	 fatigue	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes								
Hyperthyroidism	 fatigue	 mood_swings	 weight_loss	 restlessness	 sweating	 diarrhoea	 fast_heart_rate	 excessive_hunger	 muscle_weakness	 irritability	 abnormal_menstruation						
Diabetes 	 fatigue	 weight_loss	 restlessness	 lethargy	 irregular_sugar_level	 obesity	 excessive_hunger	 increased_appetite	 polyuria								
Impetigo	 skin_rash	 high_fever	 blister	 red_sore_around_nose	 yellow_crust_ooze												
Hypertension 	 headache	 chest_pain	 dizziness	 loss_of_balance													
Pneumonia	 chills	 fatigue	 cough	 high_fever	 breathlessness	 sweating	 malaise	 phlegm	 chest_pain	 fast_heart_rate	 rusty_sputum						
Gastroenteritis	 vomiting	 sunken_eyes	 dehydration	 diarrhoea													
Drug Reaction	itching	 skin_rash	 stomach_pain	 burning_micturition	 spotting_ urination												
Migraine	 acidity	 indigestion	 headache	 blurred_and_distorted_vision	 excessive_hunger	 stiff_neck	 depression	 irritability	 visual_disturbances								
Heart attack	 vomiting	 breathlessness	 sweating	 chest_pain													
Chicken pox	itching	 skin_rash	 fatigue	 lethargy	 high_fever	 headache	 loss_of_appetite	 mild_fever	 swelled_lymph_nodes	 malaise	 red_spots_over_body						
Urinary tract infection	 burning_micturition	 bladder_discomfort	 foul_smell_of urine	 continuous_feel_of_urine													
GERD	 stomach_pain	 acidity	 ulcers_on_tongue	 vomiting	 chest_pain												
Hepatitis E	 joint_pain	 vomiting	 fatigue	 high_fever	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes	 acute_liver_failure	 coma	 stomach_bleeding				
Paralysis (brain hemorrhage)	 vomiting	 headache	 weakness_of_one_body_side	 altered_sensorium													
Heart attack	 vomiting	 breathlessness	 sweating	 chest_pain													
Hepatitis B	itching	 fatigue	 yellowish_skin	 dark_urine	 loss_of_appetite	 abdominal_pain	 yellow_urine	 yellowing_of_eyes	 malaise	 receiving_blood_transfusion	 receiving_unsterile_injections						
Pneumonia	 chills	 fatigue	 cough	 high_fever	 breathlessness	 sweating	 malaise	 phlegm	 chest_pain	 fast_heart_rate	 rusty_sputum						
Chronic cholestasis	itching	 vomiting	 yellowish_skin	 nausea	 loss_of_appetite	 yellowing_of_eyes											
Chronic cholestasis	itching	 vomiting	 yellowish_skin	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes										
Arthritis	 muscle_weakness	 stiff_neck	 swelling_joints	 movement_stiffness													
Malaria	 chills	 vomiting	 high_fever	 sweating	 headache	 nausea	 diarrhoea	 muscle_pain									
Paralysis (brain hemorrhage)	 vomiting	 headache	 weakness_of_one_body_side	 altered_sensorium													
Peptic ulcer diseae	 vomiting	 indigestion	 loss_of_appetite	 abdominal_pain	 passage_of_gases	 internal_itching											
Dimorphic hemmorhoids(piles)	 constipation	 pain_during_bowel_movements	 bloody_stool	 irritation_in_anus													
GERD	 stomach_pain	 acidity	 ulcers_on_tongue	 vomiting	 cough	 chest_pain											
Hepatitis B	itching	 fatigue	 lethargy	 yellowish_skin	 dark_urine	 loss_of_appetite	 abdominal_pain	 yellow_urine	 yellowing_of_eyes	 malaise	 receiving_blood_transfusion	 receiving_unsterile_injections					
Varicose veins	 fatigue	 bruising	 obesity	 swollen_legs	 swollen_blood_vessels	 prominent_veins_on_calf											
Hypoglycemia	 vomiting	 fatigue	 anxiety	 sweating	 headache	 nausea	 blurred_and_distorted_vision	 excessive_hunger	 drying_and_tingling_lips	 slurred_speech	 irritability	 palpitations					
Alcoholic hepatitis	 vomiting	 yellowish_skin	 abdominal_pain	 swelling_of_stomach	 distention_of_abdomen	 history_of_alcohol_consumption	 fluid_overload										
Acne	 skin_rash	 pus_filled_pimples	 blackheads	 scurring													
Psoriasis	 skin_rash	 joint_pain	 skin_peeling	 silver_like_dusting	 inflammatory_nails												
GERD	 stomach_pain	 acidity	 ulcers_on_tongue	 vomiting	 cough	 chest_pain											
Hepatitis D	 joint_pain	 vomiting	 fatigue	 yellowish_skin	 dark_urine	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes									
Migraine	 acidity	 headache	 blurred_and_distorted_vision	 excessive_hunger	 stiff_neck	 depression	 irritability	 visual_disturbances									
Acne	 skin_rash	 pus_filled_pimples	 blackheads	 scurring													
Varicose veins	 fatigue	 cramps	 bruising	 obesity	 swollen_legs	 swollen_blood_vessels	 prominent_veins_on_calf										
Allergy	 continuous_sneezing	 shivering	 chills	 watering_from_eyes													
Dengue	 skin_rash	 chills	 joint_pain	 vomiting	 fatigue	 headache	 nausea	 loss_of_appetite	 pain_behind_the_eyes	 back_pain	 malaise	 muscle_pain	 red_spots_over_body				
Psoriasis	 skin_rash	 joint_pain	 skin_peeling	 silver_like_dusting	 small_dents_in_nails	 inflammatory_nails											
Psoriasis	 skin_rash	 joint_pain	 skin_peeling	 silver_like_dusting	 small_dents_in_nails	 inflammatory_nails											
Malaria	 chills	 vomiting	 high_fever	 sweating	 headache	 nausea	 diarrhoea	 muscle_pain									
Hepatitis D	 joint_pain	 vomiting	 fatigue	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes								
Heart attack	 vomiting	 breathlessness	 sweating	 chest_pain													
Typhoid	 chills	 vomiting	 fatigue	 high_fever	 headache	 constipation	 abdominal_pain	 diarrhoea	 toxic_look_(typhos)	 belly_pain							
Peptic ulcer diseae	 vomiting	 loss_of_appetite	 abdominal_pain	 passage_of_gases	 internal_itching												
Dengue	 skin_rash	 chills	 joint_pain	 vomiting	 high_fever	 headache	 nausea	 loss_of_appetite	 pain_behind_the_eyes	 back_pain	 malaise	 muscle_pain	 red_spots_over_body				
Chronic cholestasis	itching	 yellowish_skin	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes											
Tuberculosis	 chills	 vomiting	 fatigue	 cough	 high_fever	 breathlessness	 sweating	 loss_of_appetite	 mild_fever	 yellowing_of_eyes	 swelled_lymph_nodes	 malaise	 phlegm	 chest_pain	 blood_in_sputum		
Migraine	 acidity	 indigestion	 headache	 blurred_and_distorted_vision	 stiff_neck	 depression	 irritability	 visual_disturbances									
Hypoglycemia	 vomiting	 fatigue	 anxiety	 sweating	 headache	 nausea	 blurred_and_distorted_vision	 excessive_hunger	 drying_and_tingling_lips	 slurred_speech	 irritability	 palpitations					
Pneumonia	 chills	 fatigue	 cough	 high_fever	 breathlessness	 sweating	 malaise	 phlegm	 chest_pain	 fast_heart_rate	 rusty_sputum						
Typhoid	 chills	 vomiting	 fatigue	 high_fever	 headache	 nausea	 abdominal_pain	 diarrhoea	 toxic_look_(typhos)	 belly_pain							
Hypertension 	 headache	 chest_pain	 dizziness	 loss_of_balance	 lack_of_concentration												
Common Cold	 chills	 fatigue	 cough	 high_fever	 headache	 swelled_lymph_nodes	 malaise	 phlegm	 throat_irritation	 redness_of_eyes	 sinus_pressure	 runny_nose	 congestion	 chest_pain	 loss_of_smell	 muscle_pain	
Migraine	 acidity	 indigestion	 headache	 blurred_and_distorted_vision	 excessive_hunger	 stiff_neck	 depression	 irritability	 visual_disturbances								
Tuberculosis	 chills	 vomiting	 fatigue	 weight_loss	 cough	 high_fever	 breathlessness	 sweating	 loss_of_appetite	 mild_fever	 yellowing_of_eyes	 swelled_lymph_nodes	 malaise	 phlegm	 chest_pain	 blood_in_sputum	
Hypertension 	 headache	 chest_pain	 dizziness	 loss_of_balance	 lack_of_concentration												
Urinary tract infection	 burning_micturition	 bladder_discomfort	 foul_smell_of urine	 continuous_feel_of_urine													
Psoriasis	 skin_rash	 joint_pain	 skin_peeling	 silver_like_dusting	 inflammatory_nails												
Malaria	 chills	 vomiting	 high_fever	 sweating	 headache	 nausea	 diarrhoea	 muscle_pain									
Migraine	 acidity	 indigestion	 headache	 blurred_and_distorted_vision	 excessive_hunger	 stiff_neck	 depression	 irritability	 visual_disturbances								
Hypertension 	 headache	 chest_pain	 dizziness	 lack_of_concentration													
Impetigo	 skin_rash	 high_fever	 blister	 yellow_crust_ooze													
AIDS	 muscle_wasting	 patches_in_throat	 high_fever	 extra_marital_contacts													
Psoriasis	 skin_rash	 joint_pain	 skin_peeling	 silver_like_dusting	 small_dents_in_nails	 inflammatory_nails											
Pneumonia	 chills	 fatigue	 cough	 high_fever	 breathlessness	 sweating	 malaise	 phlegm	 chest_pain	 fast_heart_rate	 rusty_sputum						
Hypothyroidism	 fatigue	 weight_gain	 cold_hands_and_feets	 mood_swings	 lethargy	 dizziness	 puffy_face_and_eyes	 enlarged_thyroid	 brittle_nails	 swollen_extremeties	 depression	 irritability	 abnormal_menstruation				
Dengue	 skin_rash	 chills	 joint_pain	 vomiting	 fatigue	 high_fever	 headache	 nausea	 loss_of_appetite	 pain_behind_the_eyes	 back_pain	 malaise	 muscle_pain	 red_spots_over_body			
Typhoid	 chills	 vomiting	 fatigue	 high_fever	 headache	 nausea	 constipation	 abdominal_pain	 diarrhoea	 toxic_look_(typhos)	 belly_pain						
Psoriasis	 skin_rash	 joint_pain	 skin_peeling	 silver_like_dusting	 small_dents_in_nails	 inflammatory_nails											
Bronchial Asthma	 cough	 high_fever	 breathlessness	 family_history	 mucoid_sputum												
Gastroenteritis	 vomiting	 sunken_eyes	 dehydration	 diarrhoea													
hepatitis A	 joint_pain	 vomiting	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 diarrhoea	 mild_fever	 yellowing_of_eyes	 muscle_pain						
Hypothyroidism	 fatigue	 weight_gain	 cold_hands_and_feets	 mood_swings	 lethargy	 dizziness	 puffy_face_and_eyes	 enlarged_thyroid	 brittle_nails	 swollen_extremeties	 depression	 irritability	 abnormal_menstruation				
Allergy	 shivering	 chills	 watering_from_eyes														
Gastroenteritis	 vomiting	 dehydration	 diarrhoea														
Fungal infection	itching	 skin_rash	 nodal_skin_eruptions														
Hepatitis C	 fatigue	 yellowish_skin	 loss_of_appetite	 yellowing_of_eyes	 family_history												
Hypertension 	 headache	 chest_pain	 dizziness	 loss_of_balance	 lack_of_concentration												
Acne	 skin_rash	 pus_filled_pimples	 scurring														
Diabetes 	 fatigue	 weight_loss	 restlessness	 lethargy	 irregular_sugar_level	 blurred_and_distorted_vision	 obesity	 excessive_hunger	 increased_appetite	 polyuria							
Acne	 skin_rash	 pus_filled_pimples	 blackheads	 scurring													
Tuberculosis	 chills	 vomiting	 fatigue	 weight_loss	 cough	 high_fever	 breathlessness	 sweating	 loss_of_appetite	 mild_fever	 yellowing_of_eyes	 swelled_lymph_nodes	 malaise	 phlegm	 chest_pain	 blood_in_sputum	
Pneumonia	 chills	 fatigue	 cough	 high_fever	 breathlessness	 sweating	 malaise	 phlegm	 chest_pain	 fast_heart_rate	 rusty_sputum						
Chicken pox	itching	 skin_rash	 fatigue	 lethargy	 high_fever	 headache	 loss_of_appetite	 mild_fever	 swelled_lymph_nodes	 malaise	 red_spots_over_body						
AIDS	 muscle_wasting	 patches_in_throat	 high_fever	 extra_marital_contacts													
Varicose veins	 fatigue	 cramps	 bruising	 obesity	 swollen_blood_vessels	 prominent_veins_on_calf											
Urinary tract infection	 bladder_discomfort	 foul_smell_of urine	 continuous_feel_of_urine														
Dengue	 skin_rash	 chills	 joint_pain	 vomiting	 fatigue	 high_fever	 headache	 nausea	 loss_of_appetite	 pain_behind_the_eyes	 back_pain	 muscle_pain	 red_spots_over_body				
GERD	 stomach_pain	 acidity	 vomiting	 cough	 chest_pain												
Common Cold	 continuous_sneezing	 chills	 fatigue	 cough	 high_fever	 headache	 swelled_lymph_nodes	 phlegm	 throat_irritation	 redness_of_eyes	 sinus_pressure	 runny_nose	 congestion	 chest_pain	 loss_of_smell	 muscle_pain	
Pneumonia	 chills	 fatigue	 cough	 high_fever	 breathlessness	 sweating	 malaise	 phlegm	 chest_pain	 fast_heart_rate	 rusty_sputum						
Fungal infection	itching	 skin_rash	 nodal_skin_eruptions	 dischromic _patches													
Dengue	 skin_rash	 chills	 joint_pain	 vomiting	 fatigue	 high_fever	 headache	 nausea	 loss_of_appetite	 pain_behind_the_eyes	 back_pain	 malaise	 muscle_pain	 red_spots_over_body			
Dengue	 skin_rash	 chills	 joint_pain	 vomiting	 fatigue	 high_fever	 headache	 nausea	 loss_of_appetite	 pain_behind_the_eyes	 back_pain	 muscle_pain	 red_spots_over_body				
Hypoglycemia	 vomiting	 fatigue	 anxiety	 sweating	 headache	 nausea	 blurred_and_distorted_vision	 excessive_hunger	 drying_and_tingling_lips	 slurred_speech	 irritability	 palpitations					
Paralysis (brain hemorrhage)	 vomiting	 headache	 weakness_of_one_body_side	 altered_sensorium													
Typhoid	 chills	 vomiting	 fatigue	 high_fever	 headache	 nausea	 constipation	 abdominal_pain	 diarrhoea	 belly_pain							
Urinary tract infection	 burning_micturition	 bladder_discomfort	 continuous_feel_of_urine														
Dimorphic hemmorhoids(piles)	 constipation	 pain_during_bowel_movements	 pain_in_anal_region	 bloody_stool	 irritation_in_anus												
Chronic cholestasis	itching	 vomiting	 yellowish_skin	 nausea	 loss_of_appetite	 abdominal_pain											
Hypoglycemia	 vomiting	 fatigue	 anxiety	 sweating	 headache	 nausea	 blurred_and_distorted_vision	 excessive_hunger	 drying_and_tingling_lips	 slurred_speech	 irritability	 palpitations					
Migraine	 acidity	 indigestion	 headache	 blurred_and_distorted_vision	 excessive_hunger	 stiff_neck	 depression	 irritability	 visual_disturbances								
GERD	 stomach_pain	 acidity	 ulcers_on_tongue	 vomiting	 cough	 chest_pain											
Gastroenteritis	 vomiting	 sunken_eyes	 dehydration	 diarrhoea													
Heart attack	 vomiting	 breathlessness	 sweating	 chest_pain													
Fungal infection	 skin_rash	 nodal_skin_eruptions	 dischromic _patches														
Dimorphic hemmorhoids(piles)	 constipation	 pain_during_bowel_movements	 pain_in_anal_region	 bloody_stool	 irritation_in_anus												
Psoriasis	 skin_rash	 joint_pain	 skin_peeling	 silver_like_dusting	 small_dents_in_nails	 inflammatory_nails											
Cervical spondylosis	 weakness_in_limbs	 neck_pain	 dizziness	 loss_of_balance													
Drug Reaction	itching	 skin_rash	 stomach_pain	 burning_micturition													
Chicken pox	itching	 skin_rash	 fatigue	 lethargy	 high_fever	 headache	 loss_of_appetite	 mild_fever	 swelled_lymph_nodes	 malaise	 red_spots_over_body						
Chicken pox	itching	 skin_rash	 fatigue	 lethargy	 high_fever	 headache	 loss_of_appetite	 mild_fever	 swelled_lymph_nodes	 malaise	 red_spots_over_body						
Malaria	 chills	 vomiting	 high_fever	 sweating	 headache	 diarrhoea	 muscle_pain										
Typhoid	 chills	 vomiting	 fatigue	 high_fever	 headache	 nausea	 constipation	 abdominal_pain	 diarrhoea	 toxic_look_(typhos)	 belly_pain						
Diabetes 	 fatigue	 weight_loss	 restlessness	 lethargy	 irregular_sugar_level	 blurred_and_distorted_vision	 obesity	 excessive_hunger	 increased_appetite	 polyuria							
Pneumonia	 chills	 fatigue	 cough	 high_fever	 breathlessness	 sweating	 malaise	 phlegm	 chest_pain	 fast_heart_rate	 rusty_sputum						
Typhoid	 chills	 vomiting	 fatigue	 high_fever	 nausea	 constipation	 abdominal_pain	 diarrhoea	 toxic_look_(typhos)	 belly_pain							
Pneumonia	 chills	 fatigue	 cough	 high_fever	 breathlessness	 sweating	 malaise	 phlegm	 chest_pain	 fast_heart_rate	 rusty_sputum						
Hypoglycemia	 vomiting	 fatigue	 sweating	 headache	 nausea	 blurred_and_distorted_vision	 excessive_hunger	 drying_and_tingling_lips	 slurred_speech	 irritability	 palpitations						
Alcoholic hepatitis	 vomiting	 yellowish_skin	 abdominal_pain	 swelling_of_stomach	 distention_of_abdomen	 history_of_alcohol_consumption	 fluid_overload										
Hepatitis B	itching	 fatigue	 lethargy	 yellowish_skin	 dark_urine	 loss_of_appetite	 abdominal_pain	 yellow_urine	 yellowing_of_eyes	 malaise	 receiving_blood_transfusion	 receiving_unsterile_injections					
Gastroenteritis	 vomiting	 sunken_eyes	 dehydration	 diarrhoea													
Migraine	 indigestion	 headache	 blurred_and_distorted_vision	 excessive_hunger	 stiff_neck	 depression	 irritability	 visual_disturbances									
Arthritis	 muscle_weakness	 swelling_joints	 movement_stiffness	 painful_walking													
Typhoid	 chills	 vomiting	 fatigue	 high_fever	 headache	 nausea	 constipation	 abdominal_pain	 diarrhoea	 belly_pain							
AIDS	 muscle_wasting	 patches_in_throat	 high_fever	 extra_marital_contacts													
Psoriasis	 skin_rash	 joint_pain	 skin_peeling	 silver_like_dusting	 small_dents_in_nails	 inflammatory_nails											
Jaundice	itching	 vomiting	 fatigue	 weight_loss	 high_fever	 yellowish_skin	 dark_urine	 abdominal_pain									
Dengue	 skin_rash	 chills	 joint_pain	 vomiting	 high_fever	 headache	 nausea	 loss_of_appetite	 pain_behind_the_eyes	 back_pain	 malaise	 muscle_pain	 red_spots_over_body				
Varicose veins	 fatigue	 cramps	 bruising	 obesity	 swollen_legs	 swollen_blood_vessels	 prominent_veins_on_calf										
Alcoholic hepatitis	 vomiting	 yellowish_skin	 abdominal_pain	 swelling_of_stomach	 distention_of_abdomen	 fluid_overload											
hepatitis A	 joint_pain	 vomiting	 yellowish_skin	 nausea	 loss_of_appetite	 abdominal_pain	 diarrhoea	 mild_fever	 yellowing_of_eyes	 muscle_pain							
Pneumonia	 chills	 fatigue	 cough	 high_fever	 breathlessness	 sweating	 malaise	 phlegm	 chest_pain	 fast_heart_rate	 rusty_sputum						
Hypertension 	 headache	 chest_pain	 dizziness	 lack_of_concentration													
Drug Reaction	itching	 skin_rash	 stomach_pain	 burning_micturition	 spotting_ urination												
Hypothyroidism	 fatigue	 weight_gain	 cold_hands_and_feets	 mood_swings	 lethargy	 dizziness	 puffy_face_and_eyes	 enlarged_thyroid	 brittle_nails	 swollen_extremeties	 depression	 irritability	 abnormal_menstruation				
Peptic ulcer diseae	 vomiting	 indigestion	 loss_of_appetite	 abdominal_pain	 passage_of_gases	 internal_itching											
(vertigo) Paroymsal  Positional Vertigo	 vomiting	 headache	 nausea	 spinning_movements	 loss_of_balance	 unsteadiness											
Peptic ulcer diseae	 vomiting	 indigestion	 loss_of_appetite	 abdominal_pain	 passage_of_gases												
Acne	 pus_filled_pimples	 blackheads	 scurring														
Psoriasis	 skin_rash	 joint_pain	 skin_peeling	 silver_like_dusting	 small_dents_in_nails	 inflammatory_nails											
Impetigo	 skin_rash	 high_fever	 blister	 yellow_crust_ooze													
Dimorphic hemmorhoids(piles)	 constipation	 pain_during_bowel_movements	 pain_in_anal_region	 bloody_stool													
Malaria	 chills	 vomiting	 high_fever	 sweating	 headache	 nausea	 diarrhoea	 muscle_pain									
GERD	 stomach_pain	 acidity	 ulcers_on_tongue	 vomiting	 cough	 chest_pain											
hepatitis A	 joint_pain	 vomiting	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 diarrhoea	 mild_fever	 yellowing_of_eyes	 muscle_pain							
